,material,plant,date,quantity_curr,total_cost_curr,concost_source,unit_of_measure,cost_per_unit_curr,source,corporate_brand,material_type,development_lifecycle_status,enterprise_category,enterprise_sub_category,dosage_form_parent,corp_brand_id,network_or_business_unit,snapshot_type,snapshot_date,prev_snapshot_date,snapshot_date_prev,quantity_prev,cost_per_unit_prev,total_cost_prev,is_new_in_current_snapshot,is_dropped_in_current_snapshot,delta_quantity,delta_cost_per_unit,quantity_impact,cost_impact,interaction_impact,total_fip_change,delta_quantity_pct,delta_cost_per_unit_pct,quantity_impact_pct_of_total,cost_impact_pct_of_total,interaction_pct,relative_fip_impact,quantity_volatility_12w,cost_volatility_12w,normalized_quantity_change,normalized_cost_change,quantity_change_sign,quantity_persistence_score,quantity_zscore,is_quantity_outlier,rolling_avg_quantity_12w,change_point_detected,is_noise,is_signal
64581,1431570,2055,202612,39.0,6402.6534,concost dp,ST,164.1706,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,42.0,164.1706,6895.1652,False,False,-3.0,0.0,-492.5118,0.0,-0.0,-492.5118,-0.07142857142857142,0.0,1.0,0.0,0.0,0.07142857142857142,,,,,-1.0,1,,False,,False,False,True
64406,1431570,2061,202612,0.0,0.0,concost dp,ST,157.81231,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,0.0,157.81231,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0,,False,,False,False,True
63857,1431572,2021,202612,1.0,99.41531,concost dp,ST,99.41531,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,1.0,99.41531,99.41531,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
60596,1431573,2021,202612,56.0,8045.198,concost dp,ST,143.66425,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,56.0,143.66425,8045.198,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
62829,1431573,2056,202612,12.0,1754.9326800000001,concost dp,ST,146.24439,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,12.0,146.24439,1754.9326800000001,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
57435,1431573,2091,202612,39.09,5437.476462300001,concost dp,ST,139.10147,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,39.09,139.10147,5437.476462300001,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
57103,1431577,2021,202612,4.0,574.657,concost dp,ST,143.66425,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,4.0,143.66425,574.657,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
63764,1431577,2058,202612,17.0,2493.4302900000002,concost dp,ST,146.67237,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,17.0,146.67237,2493.4302900000002,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
57841,1431577,2091,202612,27.0,3755.7396900000003,concost dp,ST,139.10147,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,27.0,139.10147,3755.7396900000003,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
58127,1431584,2028,202612,122.0,17598.14864,concost dp,ST,144.24712,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,122.0,144.24712,17598.14864,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
58814,1431584,2091,202612,40.0,5564.058800000001,concost dp,ST,139.10147,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,40.0,139.10147,5564.058800000001,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
57263,1431584,2093,202612,80.0,11177.3184,concost dp,ST,139.71648,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,80.0,139.71648,11177.3184,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
59706,1431586,2021,202612,191.0,20922.96703,concost dp,ST,109.54433,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,191.0,109.54433,20922.96703,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
58242,1431586,2050,202612,484.0,53912.363119999995,concost dp,ST,111.38918,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,484.0,111.38918,53912.363119999995,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
57665,1431594,2121,202612,6.0,4442.3326799999995,concost dp,ST,740.38878,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,45.0,740.38878,33317.4951,False,False,-39.0,0.0,-28875.16242,0.0,-0.0,-28875.16242,-0.8666666666666667,0.0,1.0,0.0,0.0,0.8666666666666667,,,,,-1.0,1,,False,,False,False,True
60756,1431596,1735,202612,12.0,9461.78712,concost dp,ST,788.48226,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,105.0,788.48226,82790.6373,False,False,-93.0,0.0,-73328.85018,0.0,-0.0,-73328.85018,-0.8857142857142857,0.0,1.0,0.0,0.0,0.8857142857142856,,,,,-1.0,1,,False,,False,False,True
62879,1431596,2121,202612,9.0,6614.93016,concost dp,ST,734.99224,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,197.0,734.99224,144793.47128,False,False,-188.0,0.0,-138178.54112,0.0,-0.0,-138178.54112,-0.9543147208121827,0.0,1.0,0.0,0.0,0.9543147208121828,,,,,-1.0,1,,False,,False,False,True
59906,1431597,2093,202612,0.0,0.0,concost dp,ST,120.02672,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,841.0,120.02672,100942.47151999999,False,False,-841.0,0.0,-100942.47151999999,0.0,-0.0,-100942.47151999999,-1.0,0.0,1.0,0.0,0.0,1.0,,,,,-1.0,1,,False,,False,False,True
59713,1431597,2121,202612,0.0,0.0,concost dp,ST,124.97935,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,839.0,124.97935,104857.67465,False,False,-839.0,0.0,-104857.67465,0.0,-0.0,-104857.67465,-1.0,0.0,1.0,0.0,0.0,1.0,,,,,-1.0,1,,False,,False,False,True
60595,1431599,1597,202612,580.0,40457.465,concost dp,ST,69.75425,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,580.0,69.75425,40457.465,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
64836,1431599,2021,202612,32.0,2232.136,concost dp,ST,69.75425,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,32.0,69.75425,2232.136,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
62831,1431599,2091,202612,0.0,0.0,concost dp,ST,65.19147,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,0.0,65.19147,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0,,False,,False,False,True
58952,1431600,2021,202612,160.0,17471.0928,concost dp,ST,109.19433,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,160.0,109.19433,17471.0928,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
59707,1431600,2050,202612,209.0,23207.18862,concost dp,ST,111.03918,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,209.0,111.03918,23207.18862,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
64073,1431602,1727,202612,0.0,0.0,concost dp,ST,20.1265,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,0.0,20.1265,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0,,False,,False,False,True
60434,1431602,2093,202612,107.0,1907.91379,concost dp,ST,17.83097,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,107.0,17.83097,1907.91379,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
64639,1431604,1238,202612,640.0,44377.2224,concost dp,ST,69.33941,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,640.0,69.33941,44377.2224,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
61832,1431604,2021,202612,176.0,12077.868,concost dp,ST,68.62425,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,176.0,68.62425,12077.868,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
64949,1431606,1624,202612,8787.0,885649.9897800001,concost dp,ST,100.79094,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,8787.0,100.79094,885649.9897800001,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
59838,1431606,2061,202612,516.0,39644.79084,concost dp,ST,76.83099,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,516.0,76.83099,39644.79084,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
58130,1431606,2093,202612,177.0,13707.942,concost dp,ST,77.446,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,177.0,77.446,13707.942,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
57311,1431613,2021,202612,197.0,21940.83954,concost dp,ST,111.37482,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,197.0,111.37482,21940.83954,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
58769,1431613,2050,202612,300.0,33965.901,concost dp,ST,113.21967,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,300.0,113.21967,33965.901,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
57310,1431614,1624,202612,8372.0,909175.7584,concost dp,ST,108.5972,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,8372.0,108.5972,909175.7584,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
65057,1431614,2061,202612,688.0,58230.428,concost dp,ST,84.63725,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,688.0,84.63725,58230.428,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
58193,1431614,2093,202612,3425.0,291988.9905,concost dp,ST,85.25226,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,3425.0,85.25226,291988.9905,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
63904,1431617,1726,202612,372.0,51283.00488,concost dp,ST,137.85754,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,392.0,137.85754,54040.15568,False,False,-20.0,0.0,-2757.1508,0.0,-0.0,-2757.1508,-0.05102040816326531,0.0,1.0,0.0,0.0,0.0510204081632653,,,,,-1.0,2,,False,,False,False,True
59447,1431617,2093,202612,100.0,13342.644000000002,concost dp,ST,133.42644,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,100.0,133.42644,13342.644000000002,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
58125,1431618,1763,202612,450.0,60100.272000000004,concost dp,ST,133.55616,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,450.0,133.55616,60100.272000000004,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
58397,1431618,2061,202612,0.0,0.0,concost dp,ST,115.53268,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,0.0,115.53268,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0,,False,,False,False,True
61833,1431621,2021,202612,90.0,13184.2035,concost dp,ST,146.49115,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,90.0,146.49115,13184.2035,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
58604,1431621,2059,202612,207.0,30674.284649999998,concost dp,ST,148.18495,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,207.0,148.18495,30674.284649999998,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
58303,1431621,2083,202612,20.0,2963.6989999999996,concost dp,ST,148.18495,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,20.0,148.18495,2963.6989999999996,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
61835,1431623,2121,202612,44.0,32269.00732,concost dp,ST,733.38653,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,44.0,733.38653,32269.00732,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
62408,1431625,2021,202612,52.0,4407.0598,concost dp,ST,84.75115,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,52.0,84.75115,4407.0598,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
61879,1431625,2022,202612,30.0,2597.4345,concost dp,ST,86.58115,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,30.0,86.58115,2597.4345,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
64680,1431625,2036,202612,60.0,5198.9136,concost dp,ST,86.64856,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,60.0,86.64856,5198.9136,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
60271,1431625,2091,202612,107.0,8580.15559,concost dp,ST,80.18837,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,107.0,80.18837,8580.15559,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
58396,1431626,2032,202612,741.0,60708.98145,concost dp,ST,81.92845,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,741.0,81.92845,60708.98145,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
60488,1431626,2091,202612,0.0,0.0,concost dp,ST,76.56652,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,0.0,76.56652,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0,,False,,False,False,True
58074,1431626,2093,202612,341.0,26318.901729999998,concost dp,ST,77.18153,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,341.0,77.18153,26318.901729999998,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
65004,1431628,1624,202612,148.0,17366.589359999998,concost dp,ST,117.34182,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,150.0,117.34182,17601.273,False,False,-2.0,0.0,-234.68364,0.0,-0.0,-234.68364,-0.013333333333333334,0.0,1.0,0.0,0.0,0.013333333333333332,,,,,-1.0,1,,False,,False,False,True
64528,1431628,2061,202612,0.0,0.0,concost dp,ST,93.38187,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,0.0,93.38187,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0,,False,,False,False,True
62556,1431628,2093,202612,40.0,3759.8752000000004,concost dp,ST,93.99688,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,40.0,93.99688,3759.8752000000004,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
57720,1431630,1238,202612,18.0,3112.6712399999997,concost dp,ST,172.92618,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,18.0,172.92618,3112.6712399999997,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
62611,1431630,2021,202612,104.0,17916.910959999997,concost dp,ST,172.27799,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,104.0,172.27799,17916.910959999997,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
64405,1431630,2058,202612,42.0,7362.01662,concost dp,ST,175.28611,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,42.0,175.28611,7362.01662,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
63806,1431634,2028,202612,159.0,22741.367729999998,concost dp,ST,143.02747,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,159.0,143.02747,22741.367729999998,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
65502,1431634,2091,202612,80.0,11030.545600000001,concost dp,ST,137.88182,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,80.0,137.88182,11030.545600000001,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
57605,1431634,2093,202612,60.0,8309.809799999999,concost dp,ST,138.49683,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,60.0,138.49683,8309.809799999999,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
57943,1431635,1735,202612,81.0,65228.80266,concost dp,ST,805.29386,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,81.0,805.29386,65228.80266,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
63658,1431635,2121,202612,74.0,55012.59604,concost dp,ST,743.41346,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,74.0,743.41346,55012.59604,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
62405,1431636,1238,202612,7.0,682.06831,concost dp,ST,97.43833,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,7.0,97.43833,682.06831,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
57600,1431636,2021,202612,153.0,14781.62376,concost dp,ST,96.61192,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,193.0,96.61192,18646.10056,False,False,-40.0,0.0,-3864.4768,0.0,-0.0,-3864.4768,-0.20725388601036268,0.0,1.0,0.0,0.0,0.2072538860103627,,,,,-1.0,1,,False,,False,False,True
